last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
Cabrera, Asdrúbal,452678,109,ARI,3B,36,37,,24.6
Casali, Curt,592200,137,SF,C,33,19,4.96,24.5
Vogelbach, Daniel,596129,158,MIL,1B,29,47,4.81,24.5
Donaldson, Josh,518626,142,MIN,3B,36,74,4.79,24.5
Trevino, Jose,624431,140,TEX,C,29,54,4.82,24.5
Posey, Buster,457763,137,SF,C,34,64,4.83,24.5
Barnhart, Tucker,571466,113,CIN,C,30,48,,24.4
Pérez, Roberto,547379,114,CLE,C,33,15,4.92,24.4
Cabrera, Miguel,408234,116,DET,1B,38,62,4.98,24.3
Voit, Luke,572228,147,NYY,1B,30,10,,24.3
Hedges, Austin,595978,114,CLE,C,29,23,,24.3
Frazier, Todd,453943,134,PIT,1B,35,17,4.80,24.2
Moreland, Mitch,519048,133,OAK,DH,36,51,4.74,24.2
Moran, Colin,592567,134,PIT,1B,29,41,,24.2
Wallach, Chad,595453,146,MIA,C,30,17,,24.1
Astudillo, Willians,553902,142,MIN,1B,30,43,5.06,23.7
Maldonado, Martín,455117,117,HOU,C,35,37,,23.7
Avila, Alex,488671,120,WSH,C,34,22,,23.6
Stallings, Jacob,607732,134,PIT,C,32,66,4.98,23.6
Ramos, Wilson,467092,116,DET,C,34,38,5.04,23.5
Grandal, Yasmani,518735,145,CWS,C,33,38,,23.5
León, Sandy,506702,146,MIA,C,32,24,,23.4
Ford, Mike,645801,147,NYY,1B,29,12,,23.1
Molina, Yadier,425877,138,STL,C,39,57,,23.0
Sandoval, Pablo,467055,144,ATL,,35,10,,22.4
Pujols, Albert,405395,119,LAD,1B,41,43,5.19,22.4
